station_id,requested_datetime_utc,datetime_ict,date_utc,hour_utc,hour_ict,status,message,n_levels,surface_pressure_hPa,top_pressure_hPa,max_height_m,pressure_monotonic_decreasing,temperature_valid_n,dewpoint_valid_n,wind_valid_n,wind_speed_source_unit,raw_text_file,profile_csv_file,source_endpoint
48327,2024-04-07 06:00:00,2024-04-07 13:00:00,2024-04-07,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-07_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-07_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-07 12:00:00,2024-04-07 19:00:00,2024-04-07,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-07_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-07_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-08 00:00:00,2024-04-08 07:00:00,2024-04-08,0,7,downloaded,downloaded and parsed successfully,83.0,975.0,26.5,24585.0,True,83.0,83.0,82.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-08_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-08_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-08 06:00:00,2024-04-08 13:00:00,2024-04-08,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-08_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-08_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-08 12:00:00,2024-04-08 19:00:00,2024-04-08,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-08_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-08_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-09 00:00:00,2024-04-09 07:00:00,2024-04-09,0,7,downloaded,downloaded and parsed successfully,82.0,975.0,23.2,25449.0,True,82.0,82.0,82.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-09_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-09_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-09 06:00:00,2024-04-09 13:00:00,2024-04-09,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-09_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-09_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-09 12:00:00,2024-04-09 19:00:00,2024-04-09,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-09_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-09_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-10 00:00:00,2024-04-10 07:00:00,2024-04-10,0,7,downloaded,downloaded and parsed successfully,71.0,978.0,41.0,21885.0,True,71.0,71.0,71.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-10_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-10_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-10 06:00:00,2024-04-10 13:00:00,2024-04-10,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-10_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-10_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-10 12:00:00,2024-04-10 19:00:00,2024-04-10,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-10_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-10_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-11 00:00:00,2024-04-11 07:00:00,2024-04-11,0,7,downloaded,downloaded and parsed successfully,98.0,978.0,30.4,23710.0,True,98.0,98.0,98.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-11_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-11_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-11 06:00:00,2024-04-11 13:00:00,2024-04-11,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-11_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-11_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-11 12:00:00,2024-04-11 19:00:00,2024-04-11,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-11_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-11_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-12 00:00:00,2024-04-12 07:00:00,2024-04-12,0,7,downloaded,downloaded and parsed successfully,75.0,976.0,31.3,23539.0,True,75.0,75.0,75.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-12_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-12_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-12 06:00:00,2024-04-12 13:00:00,2024-04-12,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-12_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-12_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-12 12:00:00,2024-04-12 19:00:00,2024-04-12,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-12_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-12_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-13 00:00:00,2024-04-13 07:00:00,2024-04-13,0,7,downloaded,downloaded and parsed successfully,73.0,976.0,36.5,22575.0,True,73.0,73.0,72.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-13_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-13_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-13 06:00:00,2024-04-13 13:00:00,2024-04-13,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-13_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-13_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-13 12:00:00,2024-04-13 19:00:00,2024-04-13,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-13_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-13_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-14 00:00:00,2024-04-14 07:00:00,2024-04-14,0,7,downloaded,downloaded and parsed successfully,75.0,976.0,32.7,23308.0,True,75.0,75.0,74.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-14_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-14_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-14 06:00:00,2024-04-14 13:00:00,2024-04-14,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-14_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-14_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-14 12:00:00,2024-04-14 19:00:00,2024-04-14,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-14_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-14_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-15 00:00:00,2024-04-15 07:00:00,2024-04-15,0,7,downloaded,downloaded and parsed successfully,75.0,977.0,35.6,22788.0,True,75.0,75.0,74.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-15_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-15_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-15 06:00:00,2024-04-15 13:00:00,2024-04-15,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-15_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-15_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-15 12:00:00,2024-04-15 19:00:00,2024-04-15,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-15_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-15_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-16 00:00:00,2024-04-16 07:00:00,2024-04-16,0,7,downloaded,downloaded and parsed successfully,86.0,976.0,33.5,23139.0,True,86.0,86.0,85.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-16_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-16_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-16 06:00:00,2024-04-16 13:00:00,2024-04-16,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-16_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-16_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-16 12:00:00,2024-04-16 19:00:00,2024-04-16,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-16_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-16_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-17 00:00:00,2024-04-17 07:00:00,2024-04-17,0,7,downloaded,downloaded and parsed successfully,70.0,974.0,53.7,20227.0,True,70.0,70.0,69.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-17_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-17_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-17 06:00:00,2024-04-17 13:00:00,2024-04-17,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-17_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-17_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-17 12:00:00,2024-04-17 19:00:00,2024-04-17,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-17_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-17_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-18 00:00:00,2024-04-18 07:00:00,2024-04-18,0,7,downloaded,downloaded and parsed successfully,85.0,973.0,28.6,24159.0,True,85.0,85.0,84.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-18_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-18_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-18 06:00:00,2024-04-18 13:00:00,2024-04-18,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-18_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-18_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-18 12:00:00,2024-04-18 19:00:00,2024-04-18,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-18_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-18_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-19 00:00:00,2024-04-19 07:00:00,2024-04-19,0,7,downloaded,downloaded and parsed successfully,85.0,972.0,40.7,21942.0,True,85.0,85.0,84.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-19_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-19_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-19 06:00:00,2024-04-19 13:00:00,2024-04-19,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-19_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-19_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-19 12:00:00,2024-04-19 19:00:00,2024-04-19,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-19_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-19_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-20 00:00:00,2024-04-20 07:00:00,2024-04-20,0,7,downloaded,downloaded and parsed successfully,75.0,972.0,22.2,25805.0,True,75.0,75.0,75.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-20_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-20_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-20 06:00:00,2024-04-20 13:00:00,2024-04-20,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-20_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-20_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-20 12:00:00,2024-04-20 19:00:00,2024-04-20,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-20_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-20_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-21 00:00:00,2024-04-21 07:00:00,2024-04-21,0,7,downloaded,downloaded and parsed successfully,80.0,973.0,40.9,21896.0,True,80.0,80.0,79.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-21_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-21_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-21 06:00:00,2024-04-21 13:00:00,2024-04-21,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-21_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-21_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-21 12:00:00,2024-04-21 19:00:00,2024-04-21,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-21_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-21_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-22 00:00:00,2024-04-22 07:00:00,2024-04-22,0,7,downloaded,downloaded and parsed successfully,65.0,972.0,39.4,22123.0,True,65.0,65.0,65.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-22_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-22_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-22 06:00:00,2024-04-22 13:00:00,2024-04-22,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-22_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-22_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-22 12:00:00,2024-04-22 19:00:00,2024-04-22,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-22_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-22_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-23 00:00:00,2024-04-23 07:00:00,2024-04-23,0,7,downloaded,downloaded and parsed successfully,70.0,972.0,24.4,25178.0,True,70.0,70.0,70.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-23_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-23_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-23 06:00:00,2024-04-23 13:00:00,2024-04-23,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-23_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-23_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-23 12:00:00,2024-04-23 19:00:00,2024-04-23,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-23_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-23_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-24 00:00:00,2024-04-24 07:00:00,2024-04-24,0,7,downloaded,downloaded and parsed successfully,78.0,971.0,24.7,25068.0,True,78.0,78.0,77.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-24_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-24_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-24 06:00:00,2024-04-24 13:00:00,2024-04-24,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-24_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-24_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-24 12:00:00,2024-04-24 19:00:00,2024-04-24,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-24_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-24_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-25 00:00:00,2024-04-25 07:00:00,2024-04-25,0,7,downloaded,downloaded and parsed successfully,65.0,972.0,24.3,25171.0,True,65.0,65.0,65.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-25_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-25_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-25 06:00:00,2024-04-25 13:00:00,2024-04-25,6,13,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-25_06Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-25_06Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-25 12:00:00,2024-04-25 19:00:00,2024-04-25,12,19,error,HTTP 404,,,,,,,,,,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-25_12Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-25_12Z.csv,https://weather.uwyo.edu/wsgi/sounding
48327,2024-04-26 00:00:00,2024-04-26 07:00:00,2024-04-26,0,7,downloaded,downloaded and parsed successfully,73.0,971.0,29.1,24014.0,True,73.0,73.0,73.0,m/s,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/00_raw_text/sounding_48327_2024-04-26_00Z.txt,/content/drive/MyDrive/Teaching_AirQuality/ChiangMai_Sounding_48327_MarApr2024/01_profiles_csv/sounding_48327_2024-04-26_00Z.csv,https://weather.uwyo.edu/wsgi/sounding
